,Name,Continent,Country,Min_Altitude,Max_Altitude,Total_ski_routes,Easy,Intermediate,Difficult,Aditional_Routes,Lifts,Adults,Current_season_start,Current_season_finish,General_season_start,General_season_finish,Opening_time,Closing_time
897,Hohenbogen   Neukirchen bei Hl. Blut,Europe, Deutschland,657,1050,6.0,2.0,3.0,1.0,,3.0,25.0, 2021-12-18,2022-03-13, mid December,, 09:00,16:15
898,Sonntag Stein,Europe, Austria,1300,1750,7.0,4.0,3.0,0.0,1.5,2.0,38.0, 2021-12-18,2022-03-20, depending on snow conditions,, 09:00,16:00
899,Entracque,Europe, Italia,944,1109,5.0,3.0,1.0,1.0,,3.0,,,,,,,
900,Wendelstein   Brannenburg/Osterhofen,Europe,error,791,1723,11.2,0.0,7.0,4.2,,4.0,38.0, 2021-12-25,2022-04-03, late December,, 09:00,16:00
901,Gaaler Lifte   Gaal,Europe,error,860,1230,6.0,3.0,2.0,1.0,,3.0,35.0, 2021-12-18,2022-03-13, early November,, 09:00,16:00
902,Mont Serein/Mont Ventoux Nord,Europe,error,1400,1800,12.0,4.5,6.0,1.5,,8.0,,,,,, 09:00,17:00
903,Piazzatorre,Europe, Italia,1110,1780,4.2,1.5,2.0,0.7,,2.0,,,, mid December,, 09:00,16:00
904,Paljakka,Europe, Finland,171,340,11.5,3.0,6.0,2.5,,6.0,,,,,, 10:00,16:00
905,Les Paccots/Châtel St Denis   Corbetta,Europe, Switzerland,1065,1593,9.0,5.0,2.0,2.0,,11.0,,,, mid December,, 09:00,16:40
906,Passolanciano,Europe,error,1300,1650,5.5,2.7,2.0,0.8,,3.0,,,,,,,
907,Elfer   Neustift,Europe, Austria,981,2080,2.5,0.0,2.5,0.0,3.5,3.0,33.0, 2021-12-18,2022-03-27, mid December,, 09:00,16:30
908,Jeizinen Feselalp   Gampel/Steg,Europe,error,1526,2221,8.0,6.0,2.0,0.0,,6.0,,,,,,,
909,Laye,Europe, France,1300,1850,10.0,4.0,5.0,1.0,,5.0,,,, mid December,, 09:00,16:45
910,Saariselkä,Europe, Finland,257,437,7.0,4.5,2.0,0.5,,5.0,,,,,, 09:30,17:00
911,Skálafell,Europe, Ísland,380,700,7.0,3.0,4.0,0.0,,4.0,,,, late January,, 10:00,17:00Limited opening times during the week
912,Donezan   Mijanès,Europe,error,1527,2013,11.0,6.0,3.0,2.0,,5.0,,,,,,,
913,Rieseralm   Obdach,Europe, Austria,1310,1520,12.0,4.0,6.0,2.0,1.0,5.0,,,, early December,, 09:00,16:00
914,Presolana,Europe, Italia,1200,1630,5.0,2.4,2.4,0.2,,4.0,,,,,,,
915,Sogn Skisenter,Europe, Norway,325,875,10.0,7.0,1.0,2.0,,4.0,,,,,, 10:00,16:00
916,Iso Syöte   Pudasjärvi,Europe, Finland,230,425,11.7,4.0,5.2,2.5,,9.0,,,,,, 09:00,17:00
917,Serra da Estrela,Europe, Portugal,1851,1997,5.9,2.4,2.5,1.0,,3.0,,,,,, 09:00,16:30
918,Salzstiegl   Hirschegg,Europe, Austria,1320,1710,12.0,6.0,4.0,2.0,,7.0,36.0, 2021-12-11,2022-03-20, early December,, 09:00,16:00
919,Faschina (Fontanella),Europe, Austria,1450,1980,6.8,5.5,1.3,0.0,3.5,7.0,41.5,,, early December,, 09:00,15:00
920,Sonnberglifts   Wald am Schoberpass,Europe,error,850,1200,12.0,4.0,5.0,3.0,,4.0,27.0, 2021-12-11,2022-03-07, mid December,, 09:00,16:00
921,Pont d'Espagne   Cauterets,Europe, France,1516,1756,4.0,3.0,1.0,0.0,,4.0,,,,,,,
922,Pylypets,Europe, Ukraine,720,1200,7.0,2.0,5.0,0.0,,,,,,,,,
923,Radusa,Europe, Serbia,1290,1757,6.6,1.0,5.0,0.6,,4.0,,,,,, 10:00,16:00
924,Atzmännig   Goldingen,Europe,error,830,1200,8.0,3.0,5.0,0.0,,5.0,32.0, 2021-12-11,2022-03-20, early December,, 09:00,16:30
925,Stryn Skisenter,Europe, Norway,325,1000,12.0,6.0,6.0,0.0,,3.0,,,,,, 10:00,16:00
926,Kötschach Mauthen   Vorhegg,Europe, Austria,710,1300,6.0,4.0,2.0,0.0,,4.0,33.0, 2021-12-18,2022-03-13, mid December,, 09:00,16:00
927,Hohentauern,Europe, Austria,1230,1700,11.0,3.0,7.0,1.0,,5.0,38.0, 2021-12-11,2022-03-20, mid December,, 09:15,16:00
928,La Forclaz,Europe, France,1730,2200,15.0,8.0,7.0,0.0,,3.0,,,, mid December,, 09:00,16:00
929,Cordon,Europe, France,1050,1600,11.0,4.0,7.0,0.0,,7.0,19.8, 2021-12-17,2022-03-19, mid December,, 09:00,16:45
930,Hodlekve   Sogndal,Europe, Norway,500,950,12.0,8.0,3.0,1.0,,3.0,,,,,, 10:00,16:00
931,Aeschiried,Europe, Switzerland,860,1400,12.0,10.0,2.0,0.0,,3.0,,,,,, 09:30,16:30
932,Pallas,Europe, Finland,440,780,12.0,8.0,3.0,1.0,,2.0,,,,,, 09:00,16:00
933,Eikedalen,Europe, Norway,457,918,15.0,10.0,5.0,0.0,,8.0,,,,,, 09:00,16:00
934,Valbella   Gallio,Europe, Italia,1100,1311,11.2,8.0,2.5,0.7,,,,,,,,,
935,Caldirola   Monte Gropà,Europe,error,1075,1429,5.9,4.0,1.9,0.0,,,,,,,, 08:30,17:00
936,Kreuzberg   Bischofsheim an der Rhön,Europe, Deutschland,610,928,13.0,5.0,8.0,0.0,,4.0,17.0, 2021-12-25,2022-03-13, mid December,, 09:00,17:00
939,La Molina/Masella ,Europe, España,1616,2531,141.0,76.0,47.0,18.0,,28.0,48.0, 2021-11-27,2022-04-18, late November,late April, 09:00,16:00
963,Pleta del Prat   Tavascan,Europe, España,1712,2197,5.0,1.0,4.0,0.0,,2.0,22.0,,,,, 09:00,16:00
964,Vall de Núria,Europe, España,1964,2260,7.6,4.1,2.5,1.0,,5.0,31.0,,,,,,
965,San Isidro Zona Salencias,Europe, España,1502,1670,6.5,2.9,3.6,0.0,,4.0,30.0,,,,,,
966,Rasos de Peguera,Europe, España,1825,2035,5.0,3.0,2.0,0.0,,,,,,,,,
967,Madrid Snow Zone,Europe, España,667,705,0.3,0.2,0.1,0.0,,3.0,39.0,,, Year-round__,, 09:00,22:00
968,Punto de Nieve Santa Inés,Europe, España,1753,1832,1.8,1.0,0.8,0.0,,,,,,,,,
969,Vail,America, United States,2457,3433,234.0,57.0,84.0,93.0,,25.0,219.0, 2021-11-19,2022-04-24, mid November,mid April, 08:30,16:00
970,Telluride,America, United States,2659,3815,88.2,6.7,51.7,29.8,11.9,16.0,169.0, 2021-11-25,2022-04-17, mid November,mid April, 09:00,16:00
971,Beaver Creek,America, United States,2255,3488,150.0,28.5,64.5,57.0,25.0,18.0,218.0, 2021-11-24,2022-04-18, mid November,mid April, 09:00,15:30
972,Snowmass,America, United States,2473,3813,237.0,12.0,114.0,111.0,,16.0,199.0, 2021-11-25,2022-04-17, late November,mid April, 08:30,15:30
973,Mammoth Mountain,America, United States,2424,3369,89.8,18.4,48.5,22.9,100.0,25.0,209.0, 2021-11-12,2022-05-29, early November,early June, 08:30,16:00
974,Breckenridge,America, United States,2926,3914,153.0,28.0,60.0,65.0,,24.0,199.0, 2021-11-12,2022-05-29, early November,mid April, 08:30,16:00
975,Keystone,America, United States,2835,3651,135.0,25.0,65.0,45.0,100.0,13.0,176.0, 2021-10-30,2022-04-18, early November,mid April, 09:00,16:00
976,Palisades Tahoe,America, United States,1890,2745,100.0,25.0,45.0,30.0,50.0,24.0,209.0, 2021-11-25,2022-05-15, mid November,late May, 09:00,16:00
977,Killington,America, United States,355,1293,117.0,19.9,46.7,50.2,,19.0,165.0, 2021-11-19,2022-05-29, late October,late May, 09:00,16:00
978,Sunday River,America, United States,250,957,84.8,25.5,30.5,28.8,,16.0,119.0, 2021-11-20,2022-04-24, early November,late April, 08:30,16:00
979,Winter Park Resort,America, United States,2743,3676,143.0,11.0,53.0,79.0,,22.0,164.0, 2021-11-20,2022-04-24, mid November,late April, 09:00,16:00
980,Stowe,America, United States,390,1116,70.0,20.0,42.0,8.0,,10.0,149.0, 2021-11-25,2022-04-18, late November,early April, 08:00,16:00Limited opening times during the week
981,"Heavenly', 'of Heavenly",America, United States,2001,3060,94.0,18.0,42.0,34.0,40.0,24.0,164.0, 2021-11-19,2022-04-24, mid November,mid April, 09:00,16:00
982,Park City,America, United States,2080,3049,250.0,27.0,152.0,71.0,,39.0,133.0, 2021-11-19,2022-04-18, mid November,early April, 09:00,16:00
983,Steamboat,America, United States,2103,3221,165.0,25.0,95.0,45.0,,17.0,199.0, 2021-12-03,2022-04-18, late November,mid April, 08:30,16:00
984,Big Sky Resort,America, United States,2072,3398,250.0,55.0,69.0,126.0,100.0,31.0,194.0, 2021-11-25,2022-04-24, late November,mid April, 09:00,16:00
985,Aspen Highlands,America, United States,2451,3559,135.0,24.3,40.5,70.2,,5.0,199.0, 2021-12-11,2022-04-10, mid December,mid April, 09:00,15:30
986,Alpine Meadows,America, United States,2083,2632,100.0,25.0,40.0,35.0,50.0,11.0,209.0, 2021-11-20,2022-05-08, mid November,mid May, 09:00,16:00
987,Copper Mountain,America, United States,2926,3767,126.0,30.0,40.0,56.0,,19.0,189.0, 2021-11-13,2022-04-24, early November,late April, 08:30,16:00
988,[],America, United States,2560,3215,116.0,29.0,46.4,40.6,,8.0,125.0, 2021-11-20,2022-04-24, late November,mid April, 09:15,16:30
989,Buttermilk Mountain,America, United States,2399,3018,34.0,11.9,13.3,8.8,,5.0,199.0, 2021-12-11,2022-04-03, early December,early April, 09:00,15:30
990,Jackson Hole,America, United States,1924,3185,116.0,16.0,50.0,50.0,,13.0,182.0, 2021-11-25,2022-04-18, early December,early April, 09:00,16:00
992,Crested Butte,America, United States,2774,3620,121.0,31.4,69.0,20.6,,12.0,151.0,,, late November,early April, 09:00,16:00
993,Powder Mountain,America, United States,2101,2712,135.0,30.0,50.0,55.0,,9.0,99.0, 2021-12-11,2022-04-18, depending on snow conditions,early April, 09:00,21:00
994,Northstar California Resort,America, United States,1929,2624,97.0,25.0,45.0,27.0,100.0,14.0,170.0, 2021-11-20,2022-04-24, mid November,mid April, 09:00,16:00
995,Whiteface   Lake Placid,America, United States,371,1340,37.0,12.8,15.9,8.3,,9.0,115.0, 2021-12-03,2022-04-17, late November,mid April, 08:30,16:00Limited opening times during the week
996,Mt. Bachelor,America, United States,1737,2763,100.0,15.0,25.0,60.0,25.0,12.0,169.0, 2021-11-20,2022-05-29, late November,late May, 09:00,16:00
997,Yellowstone Club,America, United States,2182,3005,80.0,30.0,30.0,20.0,20.0,,,,, late November,mid April, 09:00,16:00
998,Snowbird,America, United States,2365,3353,103.0,27.0,38.0,38.0,,11.0,165.0, 2021-11-20,2022-05-29, mid November,mid May, 09:00,16:00
999,Bald Mountain   Sun Valley,America, United States,1752,2788,92.0,35.0,40.0,17.0,,13.0,165.0,,,,early April,,
1000,Schweitzer Mountain Resort,America, United States,1206,1950,95.0,20.0,40.0,35.0,,9.0,95.0, 2021-11-20,2022-04-18, late November,early June, 09:00,16:00
1001,Arapahoe Basin,America, United States,3286,3790,105.0,40.0,25.0,40.0,,7.0,158.0, 2021-10-30,2022-06-05, late October,late April, 09:00,16:00
1002,Mt. Hood Meadows,America, United States,1378,2225,90.0,13.5,45.0,31.5,,11.0,129.0, 2021-11-20,2022-05-01, mid November,early April, 09:00,21:00
1003,Stratton,America, United States,600,1181,92.0,60.0,20.0,12.0,,11.0,125.0,,, mid November,mid April, 09:00,16:00
1004,Wenatchee   Mission Ridge,America, United States,1392,2078,100.0,10.0,60.0,30.0,,4.0,74.0,,, late November,early April, 09:00,16:00
1005,Taos,America, United States,2805,3795,113.0,27.0,28.0,58.0,,14.0,128.0, 2021-12-03,2022-04-18, late November,mid April, 09:00,16:00
1006,Aspen Mountain,America, United States,2422,3418,103.0,0.0,49.0,54.0,,8.0,199.0, 2021-11-25,2022-04-17, late November,mid April, 09:00,15:30
1007,Sierra at Tahoe,America, United States,2024,2698,46.5,12.0,23.0,11.5,,10.0,115.0, 2021-11-24,2022-04-18, early December,mid April, 08:30,16:00Limited opening times during the week
1008,Homewood Mountain Resort,America, United States,1899,2402,20.0,6.0,13.0,1.0,20.0,,,,, early December,early April, 09:00,16:00
1009,Whitefish Mountain Resort,America, United States,1361,2078,91.0,18.0,46.0,27.0,,14.0,85.0, 2021-12-04,2022-04-18, early December,early April, 09:00,16:00
1011,Wolf Creek,America, United States,3139,3628,100.0,20.0,35.0,45.0,,8.0,80.0, 2021-10-30,2022-04-17, depending on snow conditions,early April, 08:30,16:00
1012,Sugarbush,America, United States,452,1240,85.0,17.0,38.0,30.0,,15.0,119.0,,, late November,late March, 09:00,16:00
1013,Angel Fire,America, United States,2591,3256,75.0,40.0,28.0,7.0,,5.0,79.0,,, early December,late April, 09:00,16:00
1014,Sugarloaf,America, United States,426,1286,87.0,20.0,30.0,37.0,,12.0,119.0, 2021-11-20,2022-04-24, late November,mid April, 08:00,15:50
1015,Okemo,America, United States,348,1019,70.0,22.0,26.0,22.0,,14.0,119.0, 2021-11-25,2022-04-18, late November,early April, 09:00,16:00
1016,Purgatory   Durango,America, United States,2680,3299,85.0,15.0,40.0,30.0,,10.0,89.0,,, late November,mid April, 09:00,16:00
1017,Brighton,America, United States,2668,3200,66.0,10.0,18.0,38.0,,6.0,97.0,,, mid November,early May, 09:00,16:00
1018,Mt. Baker,America, United States,1070,1525,100.0,24.0,45.0,31.0,,10.0,68.58, 2021-11-19,2022-05-01, early November,mid April, 09:00,15:30
1019,Sugar Bowl,America, United States,2098,2555,70.0,11.9,31.5,26.6,,14.0,125.0,,, late November,early April, 09:00,16:00
1020,Bolton Valley,America, United States,440,960,30.0,15.0,10.0,5.0,,6.0,84.0,,, early December,mid April, 09:00,16:00
1021,Solitude,America, United States,2434,3000,64.0,20.0,30.0,14.0,,8.0,125.0, 2021-11-27,2022-04-24, mid November,mid April, 09:00,16:00
1022,Jay Peak,America, United States,563,1175,76.0,15.0,31.0,30.0,,7.0,89.0,,,,mid April, 08:30,16:00
1023,Brian Head,America, United States,2926,3328,71.0,22.0,24.0,25.0,,8.0,59.0,,, mid November,early April, 10:00,16:00
1024,Bretton Woods,America, United States,488,945,56.0,25.0,16.0,15.0,,8.0,104.0,,, mid November,early April, 09:00,16:00
1025,Bear Valley,America, United States,2011,2590,67.0,17.0,27.0,23.0,,8.0,99.0,,, mid December,early April, 09:00,16:00
1026,Red Lodge Mountain,America, United States,2138,2870,65.0,11.0,30.0,24.0,,6.0,84.0,,, late November,early April, 09:00,16:00
1027,Mount Snow,America, United States,585,1095,60.0,6.0,46.0,8.0,,15.0,110.0,,, late November,late April, 08:00,16:00Limited opening times during the week
1028,"[""Smugglers' Notch""]",America, United States,314,1112,78.0,13.0,41.0,24.0,,8.0,90.0, 2021-11-25,2022-04-18, late November,late April, 09:00,16:00
1029,49 Degrees North Mountain Resort,America, United States,1195,1760,68.0,20.0,27.0,21.0,,7.0,62.0,,,,mid April,,
1030,Alyeska Resort   Girdwood,America, United States,70,840,62.0,14.0,31.0,17.0,,5.0,89.0, 2021-12-11,2022-04-24, late November,mid April, 10:30,16:00
1031,Mt. Rose,America, United States,2407,2957,60.0,12.0,18.0,30.0,,6.0,145.0, 2021-11-20,2022-04-24, mid November,late April, 09:00,16:00
1032,Bridger Bowl   Bozeman,America, United States,1860,2682,71.0,20.0,26.0,25.0,10.0,9.0,63.0, 2021-12-16,2022-04-03, early December,early May, 09:00,16:00
1033,Gore Mountain,America, United States,304,1097,58.2,6.7,28.2,23.3,,12.0,94.0,,, late November,mid April, 08:30,16:00
1034,Bogus Basin,America, United States,1767,2311,50.0,11.0,22.0,17.0,,7.0,64.0,,,,mid April, 10:00,22:00
1035,Kirkwood,America, United States,2377,2987,65.0,15.0,30.0,20.0,,13.0,119.0, 2021-12-03,2022-04-18, late November,late September, 09:00,16:00
1036,Crystal Mountain (WA),America, United States,1341,2137,50.0,8.0,27.0,15.0,,10.0,149.0, 2021-11-19,2022-05-15, mid November,early April, 09:00,16:00
1037,Snowbasin,America, United States,1950,2850,48.0,5.0,28.0,15.0,,9.0,135.0,,, mid November,mid April, 09:00,16:00
1038,Loon Mountain,America, United States,300,930,45.0,13.0,26.0,6.0,,10.0,104.0, 2021-11-20,2022-04-18, mid November,early April, 08:00,16:00Limited opening times during the week
1039,Timberline,America, United States,1478,2603,31.0,8.0,15.0,8.0,,7.0,89.0, 2021-10-29,2022-09-04, early November,mid April, 09:00,16:00
1040,Apache,America, United States,2926,3475,55.0,12.0,18.0,25.0,,11.0,,,,,early April,,
1041,Hunter Mountain,America, United States,487,975,55.0,18.0,18.0,19.0,,12.0,91.0,,,,early May, 08:30,16:00
1042,Tamarack Resort,America, United States,1490,2347,42.0,12.0,20.0,10.0,,6.0,100.0, 2021-11-26,2022-04-03, early December,early April, 09:00,16:00
1043,Windham Mountain,America, United States,458,945,46.0,20.0,16.0,10.0,,7.0,,,,,late March,,
1044,Arizona Snowbowl,America, United States,2804,3505,37.0,12.0,14.0,11.0,,6.0,99.0,,,,mid April, 09:00,16:00
1045,Mt. Hood Skibowl,America, United States,1120,1510,65.0,15.0,15.0,35.0,,9.0,59.0,,, mid November,mid April, 09:00,22:00Limited opening times during the week
1046,Holiday Valley,America, United States,457,685,48.0,16.0,13.0,19.0,,13.0,85.0,,,,early April, 08:30,22:00
1047,Grand Targhee,America, United States,2310,3048,35.0,5.0,15.0,15.0,,4.0,110.0, 2021-11-19,2022-04-18, late November,early April, 09:00,16:00
1048,Cannon Mountain,America, United States,599,1243,50.0,15.0,25.0,10.0,,11.0,79.0,,,,early April, 08:30,16:30
1049,Stevens Pass,America, United States,1170,1750,39.0,6.0,18.0,15.0,20.0,10.0,100.0,,, early December,mid April, 09:00,22:00
1050,Lutsen Mountains,America, United States,263,515,40.0,8.0,19.0,13.0,,7.0,84.0,,,,early April, 09:00,16:00Limited opening times during the week
1051,Eldora Mountain,America, United States,2804,3292,52.0,11.0,26.0,15.0,,10.0,129.0,,, late November,early April, 09:00,16:00
1052,Loveland,America, United States,3245,3871,93.0,12.0,38.0,43.0,,9.0,89.0, 2021-10-30,2022-05-08, early October,mid April, 09:00,16:00
1053,Powderhorn,America, United States,2499,3000,38.0,5.0,15.0,18.0,,3.0,79.0,,, late November,early April, 10:00,17:00
1054,White Pass,America, United States,1371,1986,30.0,10.0,12.0,8.0,,6.0,,,,,early April,,
1055,Pico Mountain,America, United States,610,1209,30.4,5.4,14.0,11.0,,7.0,85.0,,, mid December,early April, 09:00,16:00
1056,Lost Trail Powder Mountain,America, United States,1960,2550,50.0,15.0,25.0,10.0,,8.0,46.0,,,,early April, 09:30,16:00Limited opening times during the week
1057,Sundance,America, United States,1850,2515,44.0,15.0,20.0,9.0,,6.0,85.0,,, early December,late April, 09:00,21:00
1058,China Peak,America, United States,2147,2630,50.0,20.0,17.0,13.0,,7.0,,,,,early April,,
1059,Discovery Ski Area,America, United States,1758,2484,45.0,12.0,12.0,21.0,30.0,7.0,49.0,,, late November,early April, 09:00,16:00
1060,Mad River Glen,America, United States,487,1108,46.0,14.0,17.0,15.0,,4.0,92.0,,, early December,early May, 09:00,16:00
1061,June Mountain,America, United States,2288,3075,35.7,2.1,12.9,20.7,,6.0,129.0, 2021-12-11,2022-04-18, mid December,early April, 08:30,16:00
1062,Gunstock,America, United States,264,690,40.0,5.0,25.0,10.0,,6.0,,,,,mid April,,
1063,Donner Ski Ranch,America, United States,2142,2371,52.0,13.0,26.0,13.0,,6.0,79.0,,, mid December,early April, 09:00,16:00
1064,Great Divide,America, United States,1752,2210,50.0,10.0,20.0,20.0,,6.0,,,,,late March,,
1065,Dodge Ridge,America, United States,2011,2499,50.0,10.0,20.0,20.0,,10.0,78.0,,, early December,early April, 09:00,16:00
1066,Attitash Mountain Resort,America, United States,183,716,37.0,7.4,17.4,12.2,,8.0,94.0, 2021-12-11,2022-04-03, late November,early April, 09:00,16:00
1067,Cranmore Mountain Resort,America, United States,267,609,43.0,16.0,19.0,8.0,7.0,6.0,89.0,,, mid December,mid April, 09:00,16:00
1068,Mt. Sunapee,America, United States,385,828,30.0,8.0,16.0,6.0,,8.0,99.0,,,,mid March, 08:00,16:00Limited opening times during the week
1069,Silver Mountain,America, United States,1250,1920,25.0,4.0,8.0,13.0,,6.0,62.0,,,,early April, 08:15,17:00
1070,Brundage Mountain,America, United States,1780,2328,30.0,6.0,15.0,9.0,,5.0,70.0,,, mid November,early April, 09:30,16:30
1071,Bear Mountain   Big Bear Lake,America, United States,2176,2684,27.2,8.0,11.2,8.0,,,,,,,early April,,
1072,Snowshoe Mountain,America, United States,1000,1478,31.0,14.0,11.0,6.0,,12.0,119.0, 2021-12-03,2022-03-27, late November,late March, 09:00,16:30
1073,Ragged Mountain,America, United States,340,680,22.5,4.5,10.0,8.0,,4.0,84.0,,,,late March, 09:00,16:00
1074,Terry Peak,America, United States,1800,2130,16.0,4.7,7.2,4.1,,4.0,58.0,,,,early April, 09:00,16:00
1075,Granite Peak at Rib Mountain State Park,America, United States,380,594,20.0,10.0,5.0,5.0,,5.0,82.0,,, early December,late March, 08:30,16:00
1076,Santa Fé,America, United States,3154,3679,34.0,9.0,15.0,10.0,,5.0,80.0,,, late November,late March, 09:00,16:00
1077,Snow Valley,America, United States,2050,2390,34.0,4.0,20.0,10.0,,9.0,89.0,,, late November,mid April, 08:30,16:00
1078,Wildcat Mountain,America, United States,594,1238,25.0,5.2,12.1,7.7,,4.0,94.0, 2021-12-10,2022-04-10, late November,early April, 08:30,15:30
1079,Beaver Mountain,America, United States,2195,2700,30.0,10.0,12.0,8.0,,4.0,50.0,,, early December,early April, 09:00,16:00
1080,Saddleback,America, United States,646,1220,22.0,4.0,8.0,10.0,,4.0,79.0,,, mid December,, 08:30,15:55Limited opening times during the week
1081,Camelback,America, United States,380,623,34.0,20.0,11.0,3.0,,9.0,70.0,,,,, 09:00,16:00
1082,Waterville Valley,America, United States,605,1220,25.0,3.5,16.0,5.5,,9.0,,,,,,,
1083,Willamette Pass   Crescent,America, United States,1560,2036,29.0,6.0,13.0,10.0,,5.0,60.0,,, mid November,, 09:00,16:00
1084,Snow Summit   Big Bear Lake,America, United States,2130,2500,29.0,10.0,12.0,7.0,,,,,,,,,
1085,Montana Snowbowl,America, United States,1523,2316,31.0,5.0,12.0,14.0,,5.0,50.0,,,,, 09:00,16:00Limited opening times during the week
1086,Timberline Mountain,America, United States,996,1301,18.0,6.0,6.0,6.0,,2.0,,,,,,,
1087,Lookout Pass,America, United States,1450,1675,31.0,8.0,14.0,9.0,,4.0,49.0,,,,, 08:30,16:00
1088,Belleayre Mountain,America, United States,617,1045,20.0,5.0,11.0,4.0,,5.0,95.0, 2021-12-10,2022-04-04, late November,, 09:00,16:00
1089,Mountain Creek   Vernon,America, United States,134,451,24.0,4.0,14.0,6.0,,7.0,79.99,,,,,,
1090,The Summit at Snoqualmie,America, United States,800,1180,27.9,5.2,13.7,9.0,100.0,21.0,95.0,,, early December,, 09:00,16:00
1091,Haystack Mountain   The Hermitage Club,America, United States,550,975,19.3,5.6,9.5,4.2,,,,,,,, 09:00,22:00
1092,Sandia Peak,America, United States,2630,3140,31.0,8.0,20.0,3.0,,5.0,55.0,,,,, 09:00,20:00
1093,Bristol Mountain,America, United States,304,670,20.0,6.0,10.0,4.0,,5.0,79.0,,,,, 09:00,10:00
1094,Mt. Spokane,America, United States,1185,1795,26.0,7.0,5.0,14.0,,6.0,62.0,,,,, 09:00,21:30
1095,Monarch,America, United States,3290,3630,31.0,5.0,14.0,12.0,,5.0,89.0,,, mid November,, 09:00,16:00
1096,Pats Peak,America, United States,180,426,33.0,10.0,8.0,15.0,,9.0,72.0,,,,, 08:30,16:00
1097,Wachusett Mountain,America, United States,306,611,12.0,3.6,4.8,3.6,,4.0,71.0,,, early December,, 09:00,16:00
1098,Boyne Highlands,America, United States,240,408,25.7,10.3,7.7,7.7,,8.0,98.0,,,,, 09:00,16:30
1099,Granby Ranch,America, United States,2499,2804,20.0,6.0,10.0,4.0,,5.0,84.0,,, mid December,, 09:00,16:00
1100,Magic Mountain,America, United States,350,868,23.0,7.0,7.0,9.0,,5.0,74.0,,, mid December,, 08:30,16:00Limited opening times during the week
1101,Blue Mountain,America, United States,140,470,18.0,10.0,6.0,2.0,,6.0,79.0,,,,, 08:30,22:00
1102,Diamond Peak,America, United States,2042,2602,17.0,2.0,8.0,7.0,,6.0,109.0,,, mid December,, 08:00,16:00
1103,Titus Mountain,America, United States,58,423,27.0,10.0,10.0,7.0,,10.0,49.0,,, mid December,, 09:00,22:00
1104,Sugar Mountain,America, United States,1249,1589,14.0,4.0,7.0,3.0,,7.0,75.0,,,,, 09:00,16:30
1105,Maverick Mountain,America, United States,1980,2596,20.0,6.0,8.0,6.0,,1.0,39.0,,,,, 09:30,16:00
1106,Soldier Mountain,America, United States,1770,2188,25.0,9.0,8.0,8.0,,2.0,,,,,,,
1107,Boreal,America, United States,2195,2357,20.0,6.0,11.0,3.0,,,,,, early December,, 09:00,21:00
1108,Mountain High East,America, United States,2010,2496,11.0,2.0,5.0,4.0,,4.0,,,,,,,
1109,Cooper,America, United States,3200,3566,26.0,8.0,10.0,8.0,,4.0,56.0,,,,, 09:00,16:00
1110,Pebble Creek,America, United States,1938,2609,19.0,6.0,9.0,4.0,,3.0,47.0,,,,, 09:30,16:00
1111,Shawnee Peak,America, United States,160,550,23.0,4.0,12.0,7.0,,4.0,75.0,,,,, 09:00,16:00
1112,Mt. Baldy,America, United States,1977,2620,20.0,3.0,6.0,11.0,,4.0,76.0,,, late November,, 09:00,16:00
1113,Mt. Shasta Ski Park,America, United States,1670,2100,23.0,5.0,8.0,10.0,,3.0,65.0,,,,, 09:00,21:00
1114,Butternut,America, United States,250,540,22.0,4.4,13.2,4.4,,5.0,65.0,,,,, 08:15,16:00Limited opening times during the week
1115,Sunlight Mountain,America, United States,2403,3015,20.0,4.0,11.0,5.0,,3.0,65.0,,, early December,, 09:00,16:00
1116,Holimont,America, United States,475,689,20.0,4.0,6.0,10.0,,8.0,75.0,,,,, 09:30,16:20
1117,Seven Springs,America, United States,690,915,17.0,6.0,7.0,4.0,,10.0,89.0,,,,, 09:00,22:00
1118,Cherry Peak,America, United States,2250,2635,20.0,5.0,10.0,5.0,,3.0,40.0,,, late November,, 09:00,21:00
1119,Red River,America, United States,2640,3135,20.0,7.0,6.0,7.0,,7.0,79.0,,,,, 09:00,16:00
1120,Showdown,America, United States,2090,2500,20.0,6.0,8.0,6.0,,3.0,47.0,,,,, 09:30,16:00
1121,Burke Mountain,America, United States,371,975,10.0,2.0,4.0,4.0,,5.0,73.0,,,,, 10:00,16:00
1122,Cascade Mountain,America, United States,250,378,14.0,5.0,5.0,4.0,,10.0,,,,,,,
1123,Nordic Valley,America, United States,1632,2153,9.5,2.5,4.0,3.0,,4.0,50.0,,, mid November,, 09:00,21:00
1124,Eagle Point,America, United States,2773,3230,20.0,6.0,9.0,5.0,,5.0,,,,,,,
1125,Arctic Valley,America, United States,762,1188,25.0,5.0,10.0,10.0,,4.0,45.0,,,,, 10:30,16:00Limited opening times during the week
1126,Mountain High West,America, United States,2110,2410,15.0,3.0,5.0,7.0,,5.0,,,,,,,
1127,Greek Peak,America, United States,350,640,19.0,9.0,4.0,6.0,,6.0,84.0,,, early December,, 09:30,18:00
1128,Bigrock Mountain,America, United States,200,498,20.0,2.0,14.0,4.0,,2.0,40.0,,,,, 09:00,16:00
1129,Wintergreen Resort,America, United States,766,1071,10.0,2.0,4.0,4.0,,5.0,,,,,,,
1130,Shawnee Mountain,America, United States,145,350,18.0,4.0,9.0,5.0,,6.0,65.0,,,,, 09:00,21:00
